시도,보건소명,의료기관명,X,Y
서울특별시,관악구보건소,형이비인후과의원,126.9654947,37.4754416
서울특별시,관악구보건소,황내과의원,126.9390135,37.4700618
경기도,광명시보건소,광명메디피아의원,126.865652,37.4897799
경기도,광명시보건소,광명삼성베스트내과의원,126.8793871,37.4620327
경기도,광명시보건소,광명성심의원,126.8773444,37.4587876
경기도,광명시보건소,광명역새빛내과의원,126.8883898,37.4196784
경기도,광명시보건소,광명연세내과의원,126.8683959,37.475795
경기도,광명시보건소,광명연합의원,126.8515511,37.4727942
경기도,광명시보건소,광명허병원내과의원,126.856733,37.4784669
경기도,광명시보건소,김옥란내과의원,126.8793051,37.4364692
경기도,광명시보건소,김완중내과의원,126.8690022,37.476828
경기도,광명시보건소,다사랑이비인후과의원,126.8802636,37.4616175
경기도,광명시보건소,마디선재활의학과의원,126.883728,37.4201751
경기도,광명시보건소,박상현소아청소년과의원,126.8520765,37.4776198
경기도,광명시보건소,별이비인후과의원,126.8676864,37.4681203
경기도,광명시보건소,서울아산임내과의원,126.8865892,37.4550546
경기도,광명시보건소,석광가정의원,126.8903298,37.4512693
경기도,광명시보건소,성모길내과의원,126.8559871,37.4791895
경기도,광명시보건소,소하이비인후과의원,126.8797706,37.4332839
경기도,광명시보건소,아이원병원,126.884977,37.4479301
경기도,광명시보건소,연합뉴소아청소년과의원,126.8690145,37.4760082
경기도,광명시보건소,왕내과의원,126.854337,37.4798854
경기도,광명시보건소,우리내과의원,126.8829897,37.4592105
경기도,광명시보건소,유소아청소년과의원,126.883728,37.4201751
경기도,광명시보건소,정다운이비인후과의원,126.8523807,37.4688196
경기도,광명시보건소,준소아청소년과의원,126.8662727,37.4749006
경기도,광명시보건소,코코이비인후과의원,126.8701966,37.4740912
광주광역시,광주광산구보건소,건강가정의학과의원,126.8030734,35.1654183
광주광역시,광주광산구보건소,건강미현대웰빙의원,126.7925907,35.1371914
광주광역시,광주광산구보건소,광산하나아동병원,126.8256362,35.1909677
광주광역시,광주광산구보건소,광주광역시센트럴병원,126.8298631,35.1856364
광주광역시,광주광산구보건소,더드림내과의원,126.7994713,35.1759918
광주광역시,광주광산구보건소,미래이비인후과의원,126.843589,35.2172802
광주광역시,광주광산구보건소,박가정의학과의원,126.8192025,35.1727064
광주광역시,광주광산구보건소,박내과의원,126.8115995,35.1754173
광주광역시,광주광산구보건소,베스트가정의학과의원,126.8167931,35.2010941
광주광역시,광주광산구보건소,베스트이비인후과의원,126.8185945,35.1912056
광주광역시,광주광산구보건소,본내과의원,126.8250514,35.1904031
광주광역시,광주광산구보건소,소망의원,126.8349675,35.1849375
광주광역시,광주광산구보건소,수가정의학과의원,126.8107635,35.1521537
광주광역시,광주광산구보건소,스마일내과의원,126.8153607,35.1946173
광주광역시,광주광산구보건소,아나파의원,126.8236515,35.2204772
광주광역시,광주광산구보건소,연세의원,126.743553,35.2199698
광주광역시,광주광산구보건소,연합외과의원,126.8257025,35.1787277
광주광역시,광주광산구보건소,유이비인후과의원,126.8373772,35.1915046
광주광역시,광주광산구보건소,이지안소아청소년과의원,126.7770439,35.1480863
광주광역시,광주광산구보건소,전인석내과의원,126.807816,35.1683765
광주광역시,광주광산구보건소,첨단연합내과의원,126.8362906,35.2191842
광주광역시,광주광산구보건소,첨단종합병원,126.8452922,35.2211002
광주광역시,광주광산구보건소,코코이비인후과의원,126.8434621,35.2138357
광주광역시,광주광산구보건소,탑이비인후과의원,126.7952021,35.1409221
광주광역시,광주광산구보건소,하나아동병원,126.8441493,35.2172675
광주광역시,광주광산구보건소,하남성심병원,126.8006951,35.1666657
광주광역시,광주광산구보건소,한결내과의원,126.8386392,35.1961858
광주광역시,광주광산구보건소,한마음병원,126.7929674,35.1287673
광주광역시,광주광산구보건소,한사랑병원,126.8179967,35.1725865
전라남도,광양시보건소,강남병원,127.6976995,34.931745
전라남도,광양시보건소,광양내과의원,127.5880513,34.9756665
전라남도,광양시보건소,광양사랑병원,127.6970155,34.9361876
전라남도,광양시보건소,늘푸른의원,127.7012258,34.9886182
전라남도,광양시보건소,선린의원,127.6099117,34.9732958
전라남도,광양시보건소,연세의원,127.7249856,34.9325491
전라남도,광양시보건소,의료법인현경의료재단 광양서울병원,127.6905642,34.9575631
전라남도,광양시보건소,장진형내과의원,127.7194267,34.9641508
전라남도,광양시보건소,조은의원,127.7570162,34.9430744
전라남도,광양시보건소,진상의원,127.7193925,35.0191218
전라남도,광양시보건소,차소아청소년과의원,127.5846391,34.9790534
전라남도,광양시보건소,코앤기의원,127.6977139,34.9367663
경기도,남양주시보건소,강의원,127.2896142,37.6575774
경기도,남양주시보건소,바른내과의원,127.3026863,37.6619443
경기도,남양주시보건소,한빛이비인후과의원,127.3020822,37.6574626
경기도,남양주시보건소,참사랑의원,127.3031063,37.6412589
경기도,남양주시보건소,서울홈케어의원,127.1928609,37.7265147
경기도,남양주시보건소,아산장편한내과의원,127.1928609,37.7265147
경기도,남양주시보건소,우리이비인후과의원,127.1178958,37.7086779
경기도,남양주시보건소,임내과의원,127.1247452,37.6585687
경기도,남양주시보건소,서울드림내과의원,127.201891,37.6989957
경기도,남양주시보건소,아이메디컬의원,127.1256868,37.6459252
경기도,남양주시보건소,신플러스내과의원,127.1867616,37.7116419
경기도,남양주시보건소,봄소아청소년과의원,127.1236479,37.6468201
경기도,남양주시보건소,별내참사랑의원,127.1179269,37.6658523
경기도,남양주시보건소,블루밍의원,127.1646892,37.7046938
경기도,남양주시보건소,우리중앙의원,127.2107206,37.6801244
경기도,남양주시보건소,청학제일의원,127.114658,37.7091492
경기도,남양주시보건소,오남이비인후과의원,127.2100821,37.6793993
경기도,남양주시보건소,오남삼성의원,127.2148925,37.6919648
경기도,남양주시보건소,서울의원,127.2059209,37.7464079
경기도,남양주시보건소,오남제일의원,127.2023288,37.6983499
경기도,남양주시보건소,서울연합내과의원,127.1126603,37.65027
경기도,남양주시보건소,휴메디병원,127.1917554,37.7259395
경기도,남양주시보건소,다산의료소비자생활협동조합정석소아청소년과병원,127.2027476,37.7206532
경기도,남양주시보건소,의료법인혜수의료재단베리굿병원,127.1131183,37.649877
경기도,남양주시보건소,현대병원,127.1798922,37.7154237
경기도,남양주시보건소,별내박내과의원,127.1173275,37.6666948
충청북도,청주흥덕구보건소,(사)인구보건복지협회 충청북도세종특별자치시지회 가족보건의원,127.4495051,36.6329136
경상남도,창원시마산보건소,(사)한국건강관리협회건강증진의원,128.5798483,35.2243622
울산광역시,울산남구보건소,울산제일병원,129.3069087,35.5482309
전라북도,무주군보건소,노금석외과의원,127.659232,36.0059709
전라북도,무주군보건소,성모외과의원,127.787232,36.0096191
전라북도,무주군보건소,무주한양내과의원,127.6643733,36.0046966
부산광역시,부산진구보건소,신세계소아청소년과의원,129.0380545,35.1544898
부산광역시,부산진구보건소,조은메디의원,129.0253235,35.1580234
부산광역시,부산진구보건소,정준용내과의원,129.0397836,35.1653096
부산광역시,부산진구보건소,이영우내과의원,129.0603039,35.1597505
부산광역시,부산진구보건소,참내과의원,129.0538341,35.178087
부산광역시,부산진구보건소,늘푸른의원,129.0659582,35.1750154
서울특별시,광진구보건소,별이비인후과의원,127.0708657,37.5410668
서울특별시,광진구보건소,비타민의원,127.090521,37.5513295
서울특별시,광진구보건소,삼성열린내과의원,127.0887424,37.5542622
서울특별시,광진구보건소,삼성키즈소아청소년과의원,127.0950225,37.5403263
서울특별시,광진구보건소,샤인소아청소년과의원,127.0874993,37.5587489
서울특별시,광진구보건소,서울가정의원,127.0690974,37.5431343
서울특별시,광진구보건소,서울내과의원,127.0689977,37.5484226
서울특별시,광진구보건소,수가정의학과의원,127.0972852,37.5412987
서울특별시,광진구보건소,신성내과의원,127.0829094,37.5629302
서울특별시,광진구보건소,아이쑥쑥소아청소년과의원,127.0949055,37.5415778
서울특별시,광진구보건소,어광수가정의학과의원,127.0984931,37.5424793
서울특별시,광진구보건소,엄민숙소아청소년과의원,127.088111,37.5577804
서울특별시,광진구보건소,연세다인의원,127.0826246,37.5686136
서울특별시,광진구보건소,연세무척나은병원,127.080841,37.5562374
서울특별시,광진구보건소,연세어울림이비인후과의원,127.0701709,37.5405207
서울특별시,광진구보건소,요셉이비인후과의원,127.06768,37.5406362
서울특별시,광진구보건소,유앤장이비인후과의원,127.089665,37.5528457
서울특별시,광진구보건소,이(e)누리내과의원,127.0701709,37.5405207
서울특별시,광진구보건소,이화소아청소년과의원,127.0822874,37.5573479
서울특별시,광진구보건소,정문호소아과의원,127.0857615,37.5323798
서울특별시,광진구보건소,조내과의원,127.0652484,37.5360036
서울특별시,광진구보건소,지킴소아과의원,127.0949267,37.539821
서울특별시,광진구보건소,참조은의원,127.0884799,37.5451506
서울특별시,광진구보건소,최이비인후과의원,127.0829226,37.5378361
서울특별시,광진구보건소,최진소아청소년과의원,127.0753315,37.5331366
서울특별시,광진구보건소,코즈이비인후과의원,127.0803079,37.5572514
서울특별시,광진구보건소,키즈엘소아청소년과의원,127.0680674,37.5331515
서울특별시,광진구보건소,푸른꿈소아과의원,127.0826364,37.5316437
서울특별시,광진구보건소,항석내과의원,127.0854198,37.5455324
서울특별시,광진구보건소,화양본내과의원,127.0706003,37.5496877
충청북도,괴산군보건소,장안의원,127.7928105,36.8080272
충청북도,괴산군보건소,의료법인 대광의료재단 괴산성모병원,127.7842493,36.815591
충청북도,괴산군보건소,의료법인 명신의료재단 괴산서부병원,127.792657,36.8067382
부산광역시,부산진구보건소,강기상내과의원,129.0207458,35.1474167
부산광역시,부산진구보건소,한송의원,129.0298374,35.1495391
부산광역시,부산진구보건소,메리놀의원,129.0365257,35.1680778
경기도,구리시보건소,갈매우리내과의원,127.1117371,37.6259712
경기도,구리시보건소,강남성모내과의원,127.1417433,37.6045863
경기도,구리시보건소,구리백내과의원,127.1435908,37.5975446
경기도,구리시보건소,구리황베스트내과의원,127.1386496,37.6076994
경기도,구리시보건소,드림키즈소아청소년과의원,127.1172501,37.6320585
경기도,구리시보건소,무지개연합의원,127.141227,37.6120612
경기도,구리시보건소,문가정의원,127.1336989,37.590228
경기도,구리시보건소,삼성훈내과의원,127.1385935,37.5919308
경기도,구리시보건소,서울삼성내과의원,127.1384661,37.5872714
경기도,구리시보건소,수소아청소년과의원,127.1404919,37.6050728
경기도,구리시보건소,에스알세란의원,127.1402914,37.5919882
경기도,구리시보건소,열린성모이비인후과의원,127.1176159,37.632746
경기도,구리시보건소,의료법인운양의료재단장스365의원,127.1431861,37.5913605
경기도,구리시보건소,이선영소아청소년과의원,127.1387606,37.5872556
경기도,구리시보건소,이응준이비인후과의원,127.1341126,37.6082699
경기도,구리시보건소,재단법인원진녹색병원,127.1338791,37.6059435
경기도,구리시보건소,준소아청소년과의원,127.1348523,37.5923179
경기도,구리시보건소,푸른소아청소년과의원,127.1393842,37.5920987
경기도,구리시보건소,한외과의원,127.1363195,37.5996
경기도,구리시보건소,햇살e의원,127.1171435,37.630535
경기도,구리시보건소,행복한외과병원,127.146763,37.5954411
경상북도,구미시보건소,경대바른정형외과의원,128.3113162,36.1491949
경상북도,구미시보건소,구미강동병원,128.4229026,36.0958392
경상북도,구미시보건소,굿모닝가정의학과의원,128.3637551,36.086011
경상북도,구미시보건소,권가정의학과의원,128.3557505,36.0863144
경상북도,구미시보건소,권소아과의원,128.3233247,36.139979
경상북도,구미시보건소,김두환내과의원,128.335427,36.1273638
경상북도,구미시보건소,김송외과의원,128.3376173,36.1069794
경상북도,구미시보건소,김승기가정의학과의원,128.3358064,36.1068674
경상북도,구미시보건소,김철기소아청소년과의원,128.3490669,36.1191681
경상북도,구미시보건소,누리연합소아과의원,128.317087,36.1389322
경상북도,구미시보건소,닥터홍이비인후과의원,128.3113162,36.1491949
경상북도,구미시보건소,더웰이비인후과의원,128.3488305,36.0707333
경상북도,구미시보건소,미래내과의원,128.322706,36.1435498
경상북도,구미시보건소,미래아이연합소아청소년과의원,128.430123,36.0961921
경상북도,구미시보건소,본소아청소년과의원,128.3404865,36.1232576
경상북도,구미시보건소,봄연합소아청소년과의원,128.4220719,36.137752
경상북도,구미시보건소,삼성연합의원,128.4192643,36.1070731
경상북도,구미시보건소,삼성의원,128.3615981,36.1241692
경상북도,구미시보건소,삼성이비인후과의원,128.4198413,36.1382736
경상북도,구미시보건소,삼우연합정형외과의원,128.3543084,36.0791985
경상북도,구미시보건소,상쾌한이비인후과의원,128.3175656,36.1391382
경상북도,구미시보건소,석준호내과의원,128.340668,36.1215717
경상북도,구미시보건소,수이비인후과의원,128.3556334,36.0874414
경상북도,구미시보건소,순천향소아과의원,128.3743047,36.1213271
경상북도,구미시보건소,순향산부인과의원,128.3329968,36.1280285
경상북도,구미시보건소,신평내과의원,128.3629292,36.1237506
경상북도,구미시보건소,에바마레소아청소년과의원,128.4179257,36.1059962
경상북도,구미시보건소,열린연합이비인후과의원,128.4189439,36.1073987
경상북도,구미시보건소,이든이비인후과의원,128.3168094,36.138978
경상북도,구미시보건소,이용원내과의원,128.3319449,36.1288516
경상북도,구미시보건소,이은영와세다의원,128.4312871,36.0958364
경상북도,구미시보건소,정소아과의원,128.3357775,36.1105177
경상북도,구미시보건소,조은I의원,128.3160452,36.1506877
경상북도,구미시보건소,조은연합정형외과의원,128.4293979,36.0955998
경상북도,구미시보건소,중앙이비인후과의원,128.3322448,36.1288417
경상북도,구미시보건소,푸른가정의학과의원,128.4332449,36.0923774
경상북도,구미시보건소,해바라기소아청소년과의원,128.4218179,36.1380413
부산광역시,부산진구보건소,이영주소아청소년과의원,129.0413082,35.1660807
부산광역시,부산진구보건소,휴병원,129.0495085,35.157582
부산광역시,부산진구보건소,이샘병원,129.061156,35.1476103
부산광역시,부산진구보건소,이재복내과의원,129.0714827,35.1727042
부산광역시,부산진구보건소,이의원,129.054599,35.1480462
부산광역시,부산진구보건소,강내과의원,129.0575164,35.1572419
부산광역시,부산진구보건소,김태진내과의원,129.0368255,35.1545093
부산광역시,부산진구보건소,개금신세계소아청소년과의원,129.0207458,35.1474167
부산광역시,부산진구보건소,우리가족처음의원,129.0196618,35.1555293
부산광역시,부산진구보건소,미래통합의원,129.0338449,35.161818
전라북도,군산시보건소,군산메디베베소아청소년과의원,126.7171655,35.9637078
전라북도,군산시보건소,군산바른내과의원,126.695019,35.9655329
전라북도,군산시보건소,군산우리들소아청소년과의원,126.6995157,35.9624183
전라북도,군산시보건소,군산현대이비인후과의원,126.7334569,35.9765164
전라북도,군산시보건소,김이비인후과의원,126.7126019,35.9887316
전라북도,군산시보건소,김현중내과의원,126.6871616,35.9452773
전라북도,군산시보건소,다나소아청소년과의원,126.7150679,35.9700121
전라북도,군산시보건소,대야제일의원,126.8108679,35.9442594
전라북도,군산시보건소,미소가정의학과의원,126.6789894,35.9654746
전라북도,군산시보건소,소룡의원,126.6790269,35.9751994
전라북도,군산시보건소,심현섭소아과의원,126.689077,35.9427116
전라북도,군산시보건소,안우석내과의원,126.7048628,35.9784732
전라북도,군산시보건소,엘소아청소년과의원,126.7017307,35.9645782
전라북도,군산시보건소,우리들소아청소년과의원,126.7151479,35.9623343
전라북도,군산시보건소,의료법인 오성의료재단 동군산병원,126.737102,35.9773839
전라북도,군산시보건소,전종율소아청소년과의원,126.6943749,35.9655979
전라북도,군산시보건소,조은가정의학과의원,126.8519175,35.9843056
전라북도,군산시보건소,중앙가정의학과의원,126.7158127,35.9733096
전라북도,군산시보건소,지앤고 연합내과의원,126.7148527,35.9655036
전라북도,군산시보건소,참조은가정의학과의원,126.7108183,35.9777172
전라북도,군산시보건소,최재훈소아청소년과의원,126.7373108,35.9781973
전라북도,군산시보건소,키움병원,126.7441218,35.9766104
전라북도,군산시보건소,한독의원,126.6459504,35.9253345
전라북도,군산시보건소,한양내과의원,126.7013498,35.9682061
전라북도,군산시보건소,해맑은연합소아청소년과의원,126.7324852,35.9644744
전라북도,군산시보건소,현대가정의학과의원,126.6798223,35.9760373
전라북도,군산시보건소,홍내과의원,126.7054611,35.9689986
경기도,평택시보건소,365소사벌종합의원,127.1034157,37.0052696
경상남도,창원시보건소,감계삼성내과의원,128.593629,35.3019427
강원도,영월군보건소,강원도영월의료원,128.4651502,37.186422
강원도,원주시보건소,강원특별자치도 원주의료원,127.9485529,37.333008
경기도,군포시보건소,정내과의원,126.9409526,37.3645475
경기도,군포시보건소,대야미중앙의원,126.9175041,37.32768
경기도,군포시보건소,김영환소아과의원,126.9317852,37.3558329
경기도,군포시보건소,장태종내과의원,126.9306987,37.3639957
경기도,군포시보건소,황가정의학과의원,126.9408429,37.3707459
경기도,군포시보건소,연세속시원의원,126.9334195,37.3576047
경기도,군포시보건소,김석헌내과의원,126.9315675,37.358453
경기도,군포시보건소,홍기영내과의원,126.9304047,37.3592535
경기도,군포시보건소,김정호내과의원,126.9365095,37.3714098
경기도,군포시보건소,하늘소아청소년과의원,126.9345207,37.3363946
경기도,군포시보건소,사랑이가득한소아과의원,126.9369708,37.3707201
경기도,군포시보건소,더스마트의원,126.9242341,37.3162437
경기도,군포시보건소,365늘봄메디칼의원,126.9403345,37.3257961
경기도,군포시보건소,남천병원,126.9259701,37.3646828
경기도,군포시보건소,김성진내과의원,126.9350336,37.3719822
경기도,군포시보건소,더건강한내과의원,126.9320469,37.3596738
경기도,군포시보건소,엘키즈의원,126.9300174,37.3602952
경기도,군포시보건소,맑은샘이비인후과의원,126.9443767,37.3465659
경기도,군포시보건소,삼성조은내과의원,126.9358637,37.3715662
경기도,군포시보건소,연세코웰이비인후과의원,126.9312058,37.3592788
경기도,군포시보건소,늘푸른소아과의원,126.9448527,37.3504537
경기도,군포시보건소,두리이비인후과의원,126.928172,37.360675
경기도,군포시보건소,고려가정의학과의원,126.9467979,37.3566433
경기도,군포시보건소,김현철내과의원,126.9448551,37.3462547
충청남도,금산군보건소,김내과의원,127.4677848,36.1903083
충청남도,금산군보건소,우리소아과의원,127.4891665,36.106222
충청남도,금산군보건소,현대의원,127.491334,36.1059608
충청남도,금산군보건소,진산건강의원,127.3705814,36.1437187
충청남도,금산군보건소,금산새미래의원,127.4911974,36.103022
충청남도,금산군보건소,고려의원,127.488776,36.1047783
충청남도,금산군보건소,금산365의원,127.4903028,36.1056951
부산광역시,부산금정구보건소,금정병원,129.0921791,35.2451252
부산광역시,부산금정구보건소,세웅병원,129.1040799,35.2144066
강원도,속초시보건소,강원도속초의료원,128.5886391,38.2165012
부산광역시,부산금정구보건소,이주원내과의원,129.0925121,35.2723976
부산광역시,부산금정구보건소,원이비인후과의원,129.0876808,35.2382071
부산광역시,부산금정구보건소,가까운내과의원,129.0901258,35.2468653
부산광역시,부산금정구보건소,부산휴내과의원,129.0853094,35.2284395
부산광역시,부산금정구보건소,수사랑의원,129.0906898,35.2413889
부산광역시,부산금정구보건소,수이비인후과의원,129.0860487,35.231155
부산광역시,부산금정구보건소,강샘온가족의원,129.086604,35.2414978
부산광역시,부산금정구보건소,맑은샘가정의학과의원,129.0836089,35.2236504
부산광역시,부산금정구보건소,최내과의원,129.086637,35.236558
부산광역시,부산금정구보건소,수가정의학과의원,129.0888997,35.2652824
부산광역시,부산금정구보건소,하나가정의학과의원,129.082776,35.2271011
부산광역시,부산금정구보건소,김진구내과의원,129.0885399,35.2465912
부산광역시,부산금정구보건소,백용운소아청소년과의원,129.0876185,35.2277788
부산광역시,부산금정구보건소,한솔내과의원,129.0890569,35.2466316
부산광역시,부산금정구보건소,미래의원,129.088899,35.270979
부산광역시,부산금정구보건소,한사랑의원,129.0877661,35.2207287
부산광역시,부산금정구보건소,푸른내과의원,129.092964,35.2708522
부산광역시,부산금정구보건소,옥승철내과의원,129.1036988,35.2146535
부산광역시,부산금정구보건소,이기범내과의원,129.0875794,35.2610578
부산광역시,부산금정구보건소,전명호내과의원,129.0913798,35.2248245
부산광역시,부산금정구보건소,성심의원,129.0936559,35.2405419
부산광역시,부산금정구보건소,태명산내과의원,129.0916833,35.2261648
부산광역시,부산금정구보건소,박종성내과의원,129.1046006,35.2147444
서울특별시,금천구보건소,우리성심의원,126.8986743,37.4726031
서울특별시,금천구보건소,성모정소아청소년과의원,126.908352,37.4515814
서울특별시,금천구보건소,아이비소아청소년과의원,126.8974944,37.4698078
서울특별시,금천구보건소,금천하나의원,126.8974944,37.4698078
서울특별시,금천구보건소,김재연내과의원,126.914586,37.4503503
서울특별시,금천구보건소,서울메디이비인후과의원,126.9094775,37.4503483
서울특별시,금천구보건소,이장교내과의원,126.9048844,37.4591902
서울특별시,금천구보건소,금천대윤정형외과의원,126.8974249,37.4676086
서울특별시,금천구보건소,조은이비인후과의원,126.9023352,37.4657802
서울특별시,금천구보건소,명내과의원,126.905219,37.4594996
서울특별시,금천구보건소,이청민소아청소년과의원,126.8997005,37.4581238
서울특별시,금천구보건소,김재은의원,126.9041704,37.4422709
서울특별시,금천구보건소,뉴연세의원,126.8999692,37.4552159
서울특별시,금천구보건소,남문내과의원,126.902398,37.4723133
서울특별시,금천구보건소,한마음외과의원,126.9056556,37.4551336
서울특별시,금천구보건소,한빛내과의원,126.8929319,37.475622
서울특별시,금천구보건소,삼성정형외과의원,126.9034108,37.4726291
서울특별시,금천구보건소,한양의원,126.9039261,37.4412054
서울특별시,금천구보건소,명이비인후과의원,126.9044947,37.4796943
서울특별시,금천구보건소,금천주내과의원,126.8957426,37.4559424
서울특별시,금천구보건소,우정이비인후과의원,126.914586,37.4503503
서울특별시,금천구보건소,행복한가정의원,126.8931395,37.4761105
서울특별시,금천구보건소,금천연세로이소아청소년과의원,126.8973903,37.4599584
서울특별시,금천구보건소,강남위튼내과의원,126.8973903,37.4599584
서울특별시,금천구보건소,다나이비인후과의원,126.8838914,37.4814297
서울특별시,금천구보건소,내일내과의원,126.9094775,37.4503483
부산광역시,부산기장군보건소,국민건강의원,129.2053787,35.2047603
부산광역시,부산기장군보건소,조훈내과의원,129.1706483,35.3258563
부산광역시,부산기장군보건소,손 가정의학과의원,129.1707806,35.2395861
부산광역시,부산기장군보건소,다솜메디칼의원,129.2177728,35.2544544
부산광역시,부산기장군보건소,박소아청소년과의원,129.2238682,35.2652002
부산광역시,부산기장군보건소,이광욱내과의원,129.2158221,35.2452351
부산광역시,부산기장군보건소,김사영소아청소년과의원,129.2160592,35.2449263
부산광역시,부산기장군보건소,녹십자의원,129.2821755,35.3296643
부산광역시,부산기장군보건소,드림연합소아청소년과의원,129.1660051,35.3341485
부산광역시,부산기장군보건소,(재)한호기독선교회 정관일신기독병원,129.1774549,35.319697
부산광역시,부산기장군보건소,김우재내과의원,129.2238682,35.2652002
부산광역시,부산기장군보건소,정관바른내과의원,129.1756396,35.321923
부산광역시,부산기장군보건소,스마트가정의학과의원,129.1891874,35.3248281
전라북도,김제시보건소,푸른가정의학과의원,126.8996515,35.8045337
전라북도,김제시보건소,유운용내과의원,126.8849171,35.8011623
전라북도,김제시보건소,조용거소아청소년과의원,126.9019889,35.800301
전라북도,김제시보건소,믿음병원,126.9000358,35.7991295
전라북도,김제시보건소,김제병원,126.8822256,35.8053283
전라북도,김제시보건소,김제우석병원,126.8800053,35.8074347
전라북도,김제시보건소,미래소아청소년과의원,126.9023449,35.80016
경상북도,김천시보건소,현대내과의원,128.1178857,36.1341926
경상북도,김천시보건소,송영호소아과의원,128.1191711,36.1319381
경상북도,김천시보건소,구정완내과의원,128.0892414,36.1236992
경상북도,김천시보건소,아포종합의원,128.2600628,36.158979
경상북도,김천시보건소,이상식산부인과의원,128.1200003,36.1219058
경상북도,김천시보건소,신가정의학과의원,128.0996076,36.1246825
경상북도,김천시보건소,정세주내과의원,128.1240625,36.1196034
경상북도,김천시보건소,권오영내과의원,128.1176817,36.1240893
경상북도,김천시보건소,최인환의원,128.1439461,36.1190494
경상북도,김천시보건소,김영권정형외과의원,128.1278843,36.1198157
경상북도,김천시보건소,이상권소아청소년과의원,128.1011083,36.1253932
경상북도,김천시보건소,의료법인덕산의료재단김천제일병원,128.1188209,36.1354534
경상북도,김천시보건소,늘푸른의원,128.1891306,36.1214651
경상북도,김천시보건소,권앤김연합내과의원,128.1239284,36.1190988
경상북도,김천시보건소,활기찬마취통증의학과의원,128.1248846,36.1196296
경상북도,김천시보건소,지례성모의원,128.0295781,35.987686
경상북도,김천시보건소,이룸 이비인후과의원,128.1880309,36.1214669
경상북도,김천시보건소,한마음소아과의원,128.1177422,36.1348326
경상북도,김천시보건소,김천남산종합의원,128.1212958,36.1191376
경상북도,김천시보건소,제일내과의원,128.1186134,36.1230609
경상북도,김천시보건소,민들레소아청소년과의원,128.1833236,36.1179501
경기도,김포시보건소,365소아청소년과의원,126.6683496,37.6439468
경기도,김포시보건소,건강드림내과의원,126.7219763,37.6024269
경기도,김포시보건소,김앤오소아청소년과의원,126.6825595,37.6541615
경기도,김포시보건소,김포정원내과의원,126.7048868,37.6324964
경기도,김포시보건소,김포참조은내과의원,126.6275131,37.6556421
경기도,김포시보건소,나리여성병원,126.7128298,37.6219154
경기도,김포시보건소,대곶삼성의원,126.5825887,37.6503716
경기도,김포시보건소,도담소아청소년과의원,126.7636071,37.5934638
경기도,김포시보건소,든든한내과의원,126.6261844,37.6434903
경기도,김포시보건소,리더스의원,126.6969514,37.6236963
경기도,김포시보건소,마송성모의원,126.6017309,37.6900904
경기도,김포시보건소,삼성편한내과의원,126.7218668,37.6048584
경기도,김포시보건소,서울코원이비인후과의원,126.6784472,37.6380957
경기도,김포시보건소,성모정형외과의원,126.7211476,37.6217265
경기도,김포시보건소,속편한내과의원,126.725085,37.6067403
경기도,김포시보건소,솔터가정의원,126.6339786,37.6435628
경기도,김포시보건소,수아이의원,126.6235668,37.6453428
경기도,김포시보건소,아산내과의원,126.6612901,37.6452274
경기도,김포시보건소,아산소아청소년과의원,126.6275203,37.6564801
경기도,김포시보건소,어중건내과의원,126.7168883,37.6171212
경기도,김포시보건소,연세가정의원,126.7219453,37.5962997
경기도,김포시보건소,연세내과의원,126.7183611,37.6203988
경기도,김포시보건소,연세모두의원,126.6236326,37.643001
경기도,김포시보건소,연세소망내과의원,126.7207106,37.6221092
경기도,김포시보건소,연세아이랑365의원,126.7234611,37.6069931
경기도,김포시보건소,원탑가정의학과의원,126.7598269,37.5940368
경기도,김포시보건소,위장튼튼내과의원,126.6825595,37.6541615
경기도,김포시보건소,의료법인우리의료재단김포우리병원,126.710702,37.6323078
경기도,김포시보건소,이건영이비인후과의원,126.6804548,37.6450198
경기도,김포시보건소,장기연세이비인후과의원,126.6664622,37.6449436
경기도,김포시보건소,정다운내과의원,126.700109,37.6232085
경기도,김포시보건소,참좋은이비인후과의원,126.7036947,37.6332942
경기도,김포시보건소,코앤이비인후과의원,126.5978541,37.6894498
경기도,김포시보건소,퍼스트내과의원,126.6254182,37.6457158
경기도,김포시보건소,푸른마을의원,126.6992285,37.6204327
경기도,김포시보건소,하나삼성의원,126.6352801,37.7179006
경기도,김포시보건소,하늘빛소아청소년과의원,126.6773965,37.6404806
경기도,김포시보건소,한강키즈웰의원,126.6282877,37.6443347
경기도,김포시보건소,해드림가정의학과의원,126.7705511,37.6015554
경기도,김포시보건소,호소아청소년과의원,126.5975885,37.6909062
경기도,김포시보건소,황금소아청소년과의원,126.63002,37.6462559
경기도,김포시보건소,히즈메디병원,126.7348965,37.6111978
경기도,김포시보건소,힐메디의원,126.7676572,37.5964345
경상남도,김해시보건소,김해굿모닝병원,128.8947057,35.2347307
전라북도,전주완산구보건소,강원택내과의원,127.1412927,35.7983547
경상남도,김해시보건소,김경환내과의원,128.8832264,35.225738
경상남도,김해시보건소,민소아청소년과의원,128.9108932,35.2479235
경상남도,김해시보건소,이동건이비인후과의원,128.8640397,35.269639
경상남도,김해시보건소,좋은소아청소년과의원,128.9225819,35.2311953
경상남도,김해시보건소,굿모닝내과의원,128.8811251,35.2335683
경상남도,창원시보건소,강의원,128.691084,35.2269783
