序号,地市,区县,新冠疫苗接种单位名称,地址,预约电话（固定电话，用于公布给公众咨询预约事宜）,bd09ll_Lon,bd09ll_Lat,Wgs84_Lon,Wgs84_Lat
522,清远市,阳山县,黎埠镇卫生院预防接种门诊,阳山县黎埠镇为民街71号,0763-7322138,112.434575,24.57027839,112.4227132,24.56672429
1793,肇庆市,广宁县,广宁县妇幼保健院成人接种门诊,肇庆市广宁县南街镇车背洞和合路56号,"400,930,900,519,168,000,000",112.4356859,23.63623071,112.4238807,23.63237712
1812,肇庆市,广宁县,广宁县体育中心（大型临时接种点）,肇庆市广宁县南街街道广海大酒店长塘山路段,0758-8618773,112.4385569,23.61845242,112.426771,23.61457778
1772,肇庆市,端州区,端州区睦岗社区卫生服务中心,肇庆市端州区端州七路,0758-2879020,112.4387548,23.07368526,112.4269655,23.06991134
1791,肇庆市,广宁县,广宁县人民医院成人接种门诊,肇庆市广宁县南街镇人民路18号,"0758-8669239，
0758-8669034",112.4387891,23.63182181,112.4269967,23.62794611
2100,江门市,恩平市,君堂镇江洲卫生院,恩平市君堂镇江洲圩新江北路22号,7525042,112.439064,22.32151495,112.4273466,22.31789279
1806,肇庆市,广宁县,广宁县宾亨镇石涧卫生院,肇庆市广宁县石涧中华中路圣塘岗6号,19926911768,112.439665,23.480436,112.4278849,23.47655047
1798,肇庆市,广宁县,广宁县宾亨中心卫生院,肇庆市广宁县宾亨镇环城东路5号,0758-8781351,112.4397161,23.48034529,112.4279361,23.47645949
1792,肇庆市,广宁县,广宁县中医院成人接种门诊,肇庆市广宁县南街镇新宁北路34号,0758-8635395,112.4449706,23.64278216,112.4331815,23.63888749
1794,肇庆市,广宁县,广宁县南街社区卫生服务中心,肇庆市广宁县南街镇中华东路109号,0758-8637046,112.449121,23.64256119,112.4373383,23.63867471
2095,江门市,恩平市,君堂镇中心卫生院,恩平市君堂镇君堂圩东南郊12号,7582949,112.454551,22.309282,112.4428684,22.30568595
2104,江门市,恩平市,恩平市第二人民医院,恩平市沙湖镇长堤路16号,7693074,112.456244,22.391111,112.4445471,22.38754504
1769,肇庆市,端州区,端州区城西第二社区卫生服务中心奥园社区卫生服务站,肇庆市端州区星湖奥园B5区首层,0758-2910087,112.457863,23.078817,112.4460986,23.07510043
1795,肇庆市,广宁县,广宁县南街社区卫生服务中心第二门诊,肇庆市广宁县南街街道广玉路33号幸福之城6幢2层1号部分商铺、6幢2层2号商铺,0758-8666816,112.4579014,23.63501339,112.4461313,23.63119774
1827,肇庆市,高要区,高要区莲塘镇卫生院,肇庆市高要区莲塘镇公信路4号,0758-8455823    0758-8454305,112.459696,22.95503498,112.4479391,22.9513944
1816,肇庆市,高要区,高要区慢性病防治站,肇庆市高要区南岸街道要南一路19号,0758-8398217,112.4602715,23.03671907,112.4485381,23.03305703
1813,肇庆市,高要区,高要区中医院,肇庆市高要区府前大街33号,0758-8391520,112.4610143,23.03140199,112.4492854,23.02775348
1762,肇庆市,端州区,肇庆市中医院,肇庆市端州区端州六路20号,0758-2322916,112.4610444,23.05989013,112.4492871,23.05622434
1815,肇庆市,高要区,高要区妇幼保健计划生育服务中心,肇平市高要区南岸街道府前大街130号,19924960119,112.4618137,23.03189064,112.4500842,23.02825341
1776,肇庆市,端州区,肇庆市体育中心（大型临时接种点）,肇庆市体育中心荷花馆(近康乐花园),13672311018,112.4620812,23.0652892,112.4503196,23.06163547
2072,江门市,开平市,龙胜镇卫生院,龙胜镇西龙街24号,2859993,112.4640051,22.54183648,112.4523111,22.53838375
1768,肇庆市,端州区,端州区城西第二社区卫生服务中心,肇庆市端州区上瑶北正巷115号,0758-2283584,112.4668189,23.06277336,112.455056,23.05919851
1767,肇庆市,端州区,端州区城西社区卫生服务中心,肇庆市端州区人民中路8号,0758-2853384,112.4686161,23.05562111,112.4568578,23.05208294
1814,肇庆市,高要区,高要区人民医院南岸分院,肇庆市高要区南岸街道湖西一路,0758-8208516,112.4692084,23.02384534,112.4574792,23.02033749
1774,肇庆市,端州区,端州区人民医院,肇庆市端州区城北路69号,0758-2293121,112.4701068,23.05685179,112.458346,23.0533408
365,云浮市,新兴县,新兴县水台卫生院,云浮市,0766-2512636,112.478258,22.618317,112.4665212,22.61512033
1764,肇庆市,端州区,端州区城东社区卫生服务中心,肇庆市端州区建设三路8号,0758-2269634,112.4856175,23.0544245,112.4738469,23.05122022
1805,肇庆市,广宁县,广宁县赤坑镇卫生院,肇庆市广宁县赤坑镇墟镇,0758-8881203,112.4889113,23.87305365,112.4771051,23.8698581
1766,肇庆市,端州区,端州区城东第二社区卫生服务中心,肇庆市端州区和平路25号3楼,0758-2793284,112.4893527,23.0610807,112.4775759,23.05793806
1775,肇庆市,端州区,端州区妇幼保健计划生育服务中心,肇庆市端州区跃龙路33号,0758-2268943,112.489403,23.057051,112.4776296,23.05391158
445,清远市,连州市,龙坪镇中心卫生院预防接种门诊,连州市龙坪镇商业街80号,0763-6593971,112.4942968,24.83119793,112.482426,24.8283031
1765,肇庆市,端州区,端州区城东柳园社区卫生服务站,肇庆市端州区柳园南路城东二区17幢二楼,0758-2761516,112.495803,23.0566349,112.4840343,23.05358891
2071,江门市,开平市,金鸡镇卫生院,开平市金鸡镇银龙路33号,2558622,112.4972112,22.16773373,112.4855321,22.16480475
1773,肇庆市,端州区,端州区黄岗嘉湖社区卫生服务站,肇庆市端州区嘉湖新都市赏湖居A幢105号,0758-2788525,112.5004588,23.07843404,112.488687,23.07542543
2039,江门市,台山市,汶村镇中心卫生院,汶村镇鱼地圩宴都路7号,5715700,112.5004397,21.86343078,112.4887528,21.86039021
2064,江门市,开平市,马冈卫生院,开平市马冈镇人民路41号二楼,2877421,112.503712,22.475747,112.4919884,22.47293225
1763,肇庆市,端州区,肇庆市第二人民医院,肇庆市端州区建设二路2号,0758-2525521,112.5050751,23.05723187,112.4933248,23.05426366
513,清远市,阳山县,大崀镇卫生院预防接种门诊,阳山县大崀镇大崀街,0760-7343103,112.506814,24.45771,112.4950015,24.45491212
1771,肇庆市,端州区,端州区黄岗新元社区卫生服务站,肇庆市端州区星湖大道泰湖新城小区4号商铺2楼,0758-2709003,112.511372,23.098841,112.4996449,23.09586507
2053,江门市,台山市,深井镇卫生院,深井镇新北路9号,5765702,112.51347,21.98829496,112.501815,21.98534674
1761,肇庆市,端州区,肇庆市第一人民医院,肇庆市端州区东岗东路9号,0758-2102089,112.51589,23.102918,112.5041872,23.09992587
1770,肇庆市,端州区,端州区黄岗社区卫生服务中心,肇庆市端州区端州二路1号,0758-2744008,112.5160778,23.06741389,112.5043638,23.06443264
1823,肇庆市,高要区,高要区金渡镇卫生院,肇庆市高要区金渡镇文化站,0758-8516312,112.523649,23.048575,112.511993,23.04554209
454,清远市,连州市,星子镇清江分院预防接种门诊,连州市星子镇清江槐树街48号,0763-6551137,112.527805,25.06152904,112.516058,25.05858328
1809,肇庆市,广宁县,广宁县螺岗镇卫生院,肇庆市广宁县螺岗镇人民路2号,0758-8801523,112.532079,23.74408298,112.5204508,23.74084923
2085,江门市,鹤山市,双合镇卫生院,鹤山市双合镇府前路23号,8636254,112.532437,22.661707,112.5208831,22.65870554
1807,肇庆市,广宁县,广宁县排沙镇卫生院,肇庆市广宁县排沙镇教育路1号,0758-8828927,112.5361003,23.54918489,112.5244756,23.54585607
2075,江门市,开平市,蚬冈镇卫生院,蚬冈镇兴华路37号,2521606,112.541907,22.270644,112.5304242,22.26748532
1780,肇庆市,四会市,四会市黄田镇卫生院,四会市黄田镇江头新圩,0758-3469120,112.5438498,23.42300727,112.5322865,23.41957329
439,清远市,连州市,星子镇中心卫生院预防接种门诊,星子镇环城路1号,0763-3178767,112.5638581,24.99881186,112.5522814,24.99547355
2068,江门市,开平市,苍城镇中心卫生院,苍城镇建新路1号,2828220,112.565991,22.480242,112.5545772,22.47692334
2067,江门市,开平市,百合镇卫生院,开平市百合镇北郊34号,2516223,112.567917,22.295279,112.5565565,22.29194631
518,清远市,阳山县,太平镇卫生院预防接种门诊,阳山县太平镇 大街100号,0763-7212333,112.568783,24.258842,112.5572712,24.25547234
2052,江门市,台山市,海宴镇卫生院,海宴镇海宴墟旧麻阳公路33号,5742035,112.569537,21.83394196,112.5581977,21.83042238
517,清远市,阳山县,太平镇白莲分院预防接种门诊,阳山县太平镇白莲大街100号,0763-7212120,112.5708188,24.25625101,112.5593117,24.25289061
1743,佛山市,高明区,更合镇中心卫生院预防接种门诊,更合镇更合大道292号,0757-88844990,112.5713018,22.80957394,112.5598913,22.80621807
520,清远市,阳山县,杨梅镇卫生院预防接种门诊,阳山县杨梅大街47号,0763-7261133,112.571397,24.105512,112.5599272,24.10210149
1893,肇庆市,鼎湖区,鼎湖区坑口街道社区卫生服务中心,肇庆市鼎湖区坑口街道新城55区一米阳光B2,0758-2630655,112.572146,23.152222,112.5607319,23.14873426
1897,肇庆市,鼎湖区,鼎湖区凤凰镇卫生院,肇庆市鼎湖区凤凰镇凤凰大道25号,0758-2601358,112.5757562,23.20739131,112.5643102,23.2039067
2063,江门市,开平市,赤坎中心卫生院,赤坎镇石溪路22号2座,2626583,112.576194,22.331165,112.5648118,22.32789094
2074,江门市,开平市,塘口镇卫生院,开平市塘口镇潭溪圩新潭路9、11号,2671334,112.578601,22.3528,112.5672023,22.34955382
1808,肇庆市,广宁县,广宁县潭布镇卫生院,肇庆市广宁县潭布镇人民路3号,0758－8817273,112.5792983,23.62735946,112.5678566,23.62386471
1894,肇庆市,鼎湖区,鼎湖区桂城街道社区卫生服务中心,肇庆市鼎湖区桂城平安西街2号,0758-2694322,112.580501,23.195682,112.5690491,23.1922553
519,清远市,阳山县,七拱镇中心卫生院预防接种门诊,阳山县七拱镇建设路3号,0763--7270227,112.5834977,24.31566563,112.5719993,24.31246406
1804,肇庆市,广宁县,广宁县北市镇卫生院,肇庆市广宁县北市镇扶溪北路7号,0758-8772222,112.585615,23.844664,112.5741496,23.8413122
2056,江门市,台山市,下川卫生院,川岛镇下川略尾圩平安路33号,5753330,112.593115,21.656305,112.5817406,21.6530117
1788,肇庆市,四会市,石狗镇卫生院,四会市石狗镇新墟永盛路,0758-3438820,112.593581,23.37621902,112.5821281,23.37296149
2073,江门市,开平市,沙塘镇卫生院,开平市沙塘镇康乐南街1号,2882178,112.596142,22.455414,112.5847105,22.45246524
2045,江门市,台山市,白沙镇中心卫生院,白沙镇白沙圩沙潮街1号,5816216,112.5986223,22.2581199,112.5871968,22.25518115
2069,江门市,开平市,赤水镇卫生院,开平市赤水镇赤水圩中山路18号,2577346,112.5992537,22.14483286,112.58784,22.14186718
1832,肇庆市,高要区,高要区白土中心卫生院,肇庆市高要区白土中镇兴德西路,0758-8173699,112.599693,22.98868301,112.5882288,22.98566946
515,清远市,阳山县,小江镇卫生院预防接种门诊,阳山县小江镇107国道边9号,0763-7355333,112.6085048,24.6153634,112.5968913,24.61263771
451,清远市,连州市,西江镇卫生院预防接种门诊,西江镇中心路30号,0763-6634538,112.6086267,24.76103399,112.596993,24.75830472
1821,肇庆市,高要区,高要区蛟塘镇卫生院,肇庆市高要区蛟塘镇双桥路47号,0758-8115618,112.6092022,22.90277079,112.597729,22.89995092
453,清远市,连州市,大路边镇中心卫生院山塘分院预防接种门诊,大路边镇山唐政新路58~59号,0763-6561708,112.61192,25.080858,112.6002776,25.07813907
1898,肇庆市,鼎湖区,鼎湖区广利街道社区卫生服务中心,鼎湖区广利街道办事处和平北路30号,0758-2681200,112.624645,23.192032,112.6130814,23.18920721
527,清远市,阳山县,阳山县中医院预防接种门诊,阳山县阳城镇商业大道289号,0763-7806692,112.6324823,24.47135853,112.620859,24.46873422
521,清远市,阳山县,阳城镇卫生院预防接种门诊,阳山县阳城镇商业大道北225号,0763-7893069,112.633263,24.472367,112.6216389,24.46973744
1811,肇庆市,广宁县,广宁县江屯中心卫生院,肇庆市广宁县江屯镇大桥头侧,0758-8702700,112.6390917,23.73286972,112.627528,23.72992904
2087,江门市,鹤山市,宅梧镇中心卫生院,鹤山市宅梧镇宅新路88号,8635150,112.6407166,22.61988716,112.6292027,22.61716847
450,清远市,连州市,大路边镇中心卫生院预防接种门诊,大路边镇新圩路2号,0763-6566459,112.6417986,25.03942298,112.6301406,25.03668045
1825,肇庆市,高要区,高要区回龙镇卫生院,肇庆市高要区回龙镇中心大街,0758-8152363,112.642263,22.93963904,112.6307232,22.93679622
511,清远市,阳山县,阳山县妇幼保健计划生育服务中心,阳山县阳城镇北门路372号,0763-7820929,112.6449289,24.48623309,112.6333012,24.48346503
423,清远市,清新区,浸潭镇桃源卫生院预防接种门诊,清新区浸潭镇桃源圩河边街39号,0763-5650181,112.648727,24.061482,112.6371302,24.05851004
526,清远市,阳山县,阳山县人民医院预防接种门诊,阳山县阳城镇文塔路206号,0763-7898182,112.6547692,24.48312402,112.6431625,24.48017978
1810,肇庆市,广宁县,广宁县江屯镇联和卫生院,肇庆市广宁县江屯镇联和人民中路42号,0758-8952633,112.667353,23.72867403,112.6558309,23.72523965
1785,肇庆市,四会市,四会市下茆镇卫生院, 四会市下茆镇前进路6号,0758-3515629,112.6678741,23.437605,112.6563335,23.4341348
1782,肇庆市,四会市,四会市江谷镇中心卫生院,四会市江谷镇沿江南路20号,0758-3158397,112.669663,23.504204,112.6581568,23.5007079
1789,肇庆市,四会市,四会市城中街道社区卫生服务中心,四会市城中街道三棵榕,0758-3338328,112.670994,23.362392,112.6594945,23.35889242
525,清远市,阳山县,杜步镇卫生院预防接种门诊,阳山县杜步镇阳怀路55号,0763-7231339,112.671218,24.333769,112.659661,24.33049858
1829,肇庆市,高要区,高要区蚬岗镇卫生院,肇庆市高要区蚬岗镇富佛圣岗街,0758-8557885,112.672619,23.05309503,112.6611175,23.04967397
2057,江门市,开平市,开平市中心医院,开平市开发区A7号门诊楼三楼（旧保健科）,2371958,112.675163,22.380154,112.6637036,22.37685207
2059,江门市,开平市,开平市妇幼保健计划生育服务中心,开平市祥龙四区53号,2377232,112.6872961,22.3616492,112.6758092,22.35826107
1899,肇庆市,鼎湖区,鼎湖区沙浦镇卫生院,肇庆市鼎湖区沙浦镇同福路59号,0758-2633119,112.690535,23.16917093,112.6790059,23.16559134
2065,江门市,开平市,三埠社区卫生服务中心,开平市三埠街道办事处荻海中和路272号,2379723,112.692858,22.355131,112.6813547,22.3517493
1896,肇庆市,鼎湖区,肇庆市鼎湖区莲花镇卫生院,肇庆市鼎湖区莲花镇开发区321国道旁,0758-2612383,112.6929172,23.26747718,112.6813937,23.26387441
524,清远市,阳山县,黄坌镇卫生院预防接种门诊,黄坌镇323线国道旁19号,0763-7381333,112.695729,24.69272,112.6841067,24.68938818
1895,肇庆,鼎湖区,鼎湖区永安镇卫生院,肇庆市鼎湖区永安镇永乐街84号,0758-2662170,112.7006047,23.18090604,112.6890256,23.17738183
2058,江门市,开平市,开平市中医院,开平市新昌西桥二马路6号,2386223,112.7011266,22.3641969,112.6895915,22.36087787
2066,江门市,开平市,长沙社区卫生服务中心,开平市长沙爱民路1号6幢102-113号首层,2212653,112.7028234,22.38296685,112.6912939,22.3796725
1786,肇庆市,四会市,四会市体育馆（大型临时接种点）, 四会市贞山街道广强大道四会市体育馆,13536953512,112.706605,23.32576399,112.6949838,23.32226537
2062,江门市,开平市,开平侨乡医院,开平市新迳路48号,2023233,112.706804,22.35594397,112.69524,22.35269259
1790,肇庆市,四会市,四会市东城街道东城社区卫生服务中心,四会市清塘大道1号,0758-3122017,112.7096032,23.3510634,112.6979865,23.34760638
1740,佛山市,高明区,明城华立医院新冠疫苗接种门诊,明城镇明六路20号,0757-88834555,112.7111379,22.86131497,112.6995344,22.85806334
514,清远市,阳山县,岭背镇卫生院预防接种门诊,阳山县岭背镇岭背大街、犁头大街19号,0760-7362333,112.716769,24.617674,112.7050113,24.61460378
1739,佛山市,高明区,明城社区卫生服务中心预防接种门诊,明城镇明五路文二中街,0757-88836023,112.7166559,22.86363713,112.7050245,22.86047292
1787,肇庆市,四会市,四会市地豆镇中心卫生院,四会市地豆镇大街东12号,0758-3757882,112.723613,23.571456,112.711887,23.56819785
1777,肇庆市,四会市,龙甫镇卫生院预防接种门诊,四会市龙甫镇燕岭居委会对面,0758-3812210,112.727588,23.378622,112.7158885,23.37544133
2061,江门市,开平市,沙冈张立群医院,开平市水口镇325国道旁,2270505,112.729131,22.41180897,112.7174886,22.40891331
2046,江门市,台山市,三合镇卫生院,三合镇那金圩公路西1号,5846256,112.7329032,22.16345954,112.7212586,22.16054322
1784,肇庆市,四会市,四会市威整镇卫生院,四会市威整镇新西路11号,0758-3782303,112.7430568,23.65176184,112.7312629,23.64870353
2076,江门市,开平市,月山镇卫生院,开平市月山镇彼迪大道35号,2786662,112.743946,22.47809634,112.7322172,22.47531139
1834,肇庆市,高要区,高要区金利中心卫生院（大朗卫生所）,肇庆市高要区金利镇茂源加油站东北100米（金利中心卫生院大朗卫生所）,0758-8579451,112.751445,23.068496,112.7396732,23.06553222
426,清远市,清新区,龙颈镇南冲卫生院预防接种门诊,清新区龙颈镇南冲圩,0763-5731012,112.7528734,23.83520537,112.7410763,23.83217821
2050,江门市,台山市,端芬镇卫生院,端芬镇旧台海路13号,5351878,112.763249,22.059185,112.7515989,22.05617059
523,清远市,阳山县,青莲镇卫生院预防接种门诊,阳山县青莲镇解放路,0763-7647627,112.7644627,24.46668048,112.7526498,24.46375846
1783,肇庆市,四会市,四会市东城街道新江社区卫生服务中心,四会市新江墟镇公路旁,0758-3618193,112.7666631,23.30314786,112.7549055,23.29993745
1778,肇庆市,四会市,四会市大沙镇中心卫生院,四会市大沙镇耀华中路12号,0758-3662856,112.770562,23.25205699,112.7588555,23.2488067
2060,江门市,开平市,水口医院,开平市水口镇丰田路50-58号,2725566,112.772382,22.45355397,112.7607077,22.45050363
418,清远市,清新区,石潭镇卫生院预防接种门诊,清新区石潭镇永安街19号,0763-5622455,112.776715,24.129901,112.7649499,24.12666841
2055,江门市,台山市,上川卫生院,川岛镇上川三洲军民路68号,5399173,112.781931,21.72725494,112.7703449,21.72378158
1779,肇庆市,四会市,四会市罗源镇卫生院接种门诊,四会市罗源镇直街21号,0758-3738225,112.783848,23.582599,112.7721496,23.57907596
1833,肇庆市,高要区,高要区金利中心卫生院（总院）,肇庆市高要区金利镇城北路1号（金利中心卫生院总院）,0758-8579451,112.785464,23.082565,112.7737895,23.07912369
2086,江门市,鹤山市,址山镇卫生院,鹤山市址山镇人民北路16号,8653832,112.793756,22.52378801,112.7821804,22.52042152
427,清远市,清新区,龙颈镇石坎卫生院预防接种门诊,清新区龙颈镇石坎北门街32号32号,0763-5562000,112.794039,23.90603708,112.7823439,23.90245877
1742,佛山市,高明区,杨和镇卫生院预防接种门诊,杨和镇和顺路66号,0757-88809800,112.795333,22.871291,112.7837303,22.86782486
1835,肇庆市,高要区,高要区金利中心卫生院（小洲卫生所）,肇庆市高要区金利中心卫生院小洲卫生所,0758-8579451,112.79534,23.125356,112.7837326,23.12178523
2037,江门市,台山市,台山市妇幼保健院,台城环北大道74号,5559365,112.798618,22.258885,112.7870495,22.25543981
2036,江门市,台山市,台山市人民医院,台城环北大道80号,5552634,112.799606,22.260546,112.7880414,22.25709629
1741,佛山市,高明区,杨和镇卫生院杨梅预防接种门诊,杨和镇紫荆路10号,0757-88859983,112.801517,22.825848,112.7899107,22.82235773
2051,江门市,台山市,广海镇中心卫生院,台山市广海镇建设路3巷18号,5317529,112.802592,21.966904,112.7910561,21.96332502
2043,江门市,台山市,水步镇卫生院,水步镇台鹤南路,5456877,112.803551,22.33296096,112.7919888,22.32951688
2042,江门市,台山市,大江镇卫生院,大江镇江北大道36号,5433007,112.810333,22.383286,112.7987805,22.37986471
415,清远市,清新区,三坑镇卫生院预防接种门诊,清新区三坑镇府前大街42号,0763-5862149,112.8119377,23.60366717,112.8003286,23.59998687
1872,肇庆市,肇庆高新区,肇庆粤大中医院,肇庆高新区工业大街与龙湖大道路口南行150米,0758-8992278,112.813778,23.29944,112.8021603,23.29579691
2035,江门市,台山市,台山市新宁体育馆大型临时接种点,台山市台城南安路,5663393,112.8139765,22.22337659,112.8024225,22.21993841
1732,佛山市,高明区,西安社区卫生服务中心预防接种门诊,西安圩安庆路40号2座,0757-88861594,112.8144756,22.93825933,112.8028816,22.93476259
2047,江门市,台山市,冲蒌镇卫生院,冲蒌镇桥昌路1号,5238268,112.815934,22.132252,112.8043881,22.12879865
512,清远市,阳山县,秤架瑶族乡卫生院预防接种门诊,阳山县秤架瑶族乡和平路33号,0763-7391333,112.821976,24.78836602,112.8102718,24.78507946
2038,江门市,台山市,城区人民医院,台城舜德路3号,5509909,112.82253,22.253004,112.8109736,22.24967728
419,清远市,清新区,浸潭镇卫生院预防接种门诊,清新区浸潭镇永康路46号,0763-5630258,112.8232824,24.06789699,112.8116242,24.06448633
2040,江门市,台山市,斗山镇中心卫生院,斗山镇沙坦市太和医院,5227222,112.826803,22.091156,112.8152587,22.08783955
1870,肇庆市,肇庆高新区,肇庆高新技术产业开发区社区卫生与计生服务中心,"肇庆高新区华侨新城57-60,135号",0758-3605508,112.828139,23.310077,112.8165026,23.30662553
2084,江门市,鹤山市,鹤城镇中心卫生院,鹤山市鹤城镇昆源路1号,8385215,112.8305736,22.6385379,112.8190067,22.6353781
1871,肇庆市,肇庆高新区,肇庆高新区人民医院,肇庆高新区建设路,0758-3639510、0758-3639396,112.831524,23.31582603,112.8198805,23.31243541
1734,佛山市,高明区,富湾社区卫生服务中心预防接种门诊,荷城街道三富路30号,0757-88816362,112.8353376,22.99460562,112.8237361,22.99141498
1781,肇庆市,四会市,四会市迳口镇卫生院,四会市迳口镇墟,0758-3718378,112.8354092,23.50988957,112.8237799,23.50655292
1753,佛山市,三水区,南山镇卫生院,三水区南山镇禾生街道人民路1号,0757-87216118,112.840774,23.43857019,112.8291052,23.43533603
2041,江门市,台山市,台山市第二人民医院,斗山镇环北路23号,5211828,112.8416238,22.06811621,112.8300778,22.06507601
1747,佛山市,三水区,白坭镇人民医院,三水白坭镇府前路12号,0757-87563402,112.84204,23.07147099,112.8303936,23.06837166
421,清远市,清新区,广东省龙颈镇石马卫生院,清新区龙颈镇河洞圩,0763-5757100,112.8434169,23.81363416,112.8317257,23.81049476
516,清远市,阳山县,江英镇卫生院预防接种门诊,阳山县江英镇江英大街159号,0763-7662012,112.851438,24.509027,112.8396807,24.50625865
1735,佛山市,高明区,荷城街道中心卫生院预防接种门诊,荷城街道明华路11号旭日锦花园7座首层,0757-88621790,112.858621,22.888228,112.8470086,22.8854578
1746,佛山市,三水区,白坭镇社区卫生服务中心,三水区白坭镇工业大道28号,0757-87573123,112.859709,23.065578,112.8480501,23.0627345
2025,江门市,新会区,司前人民医院,司前镇镇前路8号,6574194,112.8645644,22.49701892,112.852955,22.49437073
1754,佛山市,三水区,南山镇卫生院漫江社区卫生服务站,三水区南山镇迳口侨新路11号,0757-87218522,112.865772,23.511917,112.8541176,23.50899278
1738,佛山市,高明区,体育馆大型临时接种点,荷城街道荷富路,88668558/88820181,112.8677201,22.93672552,112.8560842,22.93397247
2044,江门市,台山市,四九镇卫生院,四九镇环市路1号,5488333,112.8681238,22.22362384,112.8565307,22.22093351
414,清远市,清新区,龙颈镇卫生院预防接种门诊,清新区龙颈镇龙新路二号之八,0763-5712768,112.8815738,23.88300831,112.8699248,23.88007763
1992,韶关市,乐昌市,三溪镇卫生院,三溪镇人民路12号,5813003,112.8841491,25.28540182,112.872425,25.28261679
1745,佛山市,三水区,云东海街道社区卫生服务中心,三水区云东海街道大学路社区卫生服务中心,0757-88527600,112.886113,23.21925305,112.8745166,23.21624736
1733,佛山市,高明区,高明区计划生育服务站接种门诊,高明区荷城街道文明路313号,0757-88826766,112.8866893,22.90634993,112.8751394,22.90346921
420,清远市,清新区,禾云镇沙河卫生院预防接种门诊,禾云镇沙河圩下街162-169号,0763-5680206,112.8869719,23.9954179,112.8753438,23.99246313
1757,佛山市,三水区,三水区人民医院,三水区西南街道广海大道西16号,0757-87819921,112.8871664,23.17510917,112.8755749,23.17210394
1736,佛山市,高明区,高明区人民医院城西预防接种门诊,荷城街道文明路松涛5巷,0757-88820181,112.88913,22.899845,112.8775928,22.89693099
2088,江门市,鹤山市,共和镇卫生院,鹤山市共和镇仁和路039号,8305125,112.8899585,22.58362774,112.8784103,22.58078387
1737,佛山市,高明区,肖伟军,荷城街道文化路387号,0757-88220915,112.893284,22.898843,112.8817642,22.89586251
417,清远市,清新区,太平镇预防接种门诊,清新区太平镇新东路37号37号,0763-5775739,112.8936257,23.67921649,112.8820175,23.67604712
1744,佛山市,三水区,西南街道社区卫生服务中心,三水区西南街道后岗西路2号,0757-87709431,112.8937904,23.16456162,112.8822376,23.16145767
1758,佛山市,三水区,西南街道明富昌体育馆,三水区西南街道广海大道中路45号,0757-87799937,112.899134,23.173451,112.8875935,23.17025117
1756,佛山市,三水区,三水区妇幼保健院（犬伤门诊）,三水区西南街道康乐路10号,0757-87800306,112.9023961,23.17424031,112.8908673,23.17098546
2049,江门市,台山市,赤溪镇卫生院,赤溪镇田头圩田兴街9号,5273313,112.9058109,21.97935413,112.8943634,21.97610469
1759,佛山市,三水区,云东海街道恒福新里程,三水区德兴北路1号,0757-88527600,112.914107,23.178834,112.9026075,23.17541227
1751,佛山市,三水区,大塘镇卫生院,三水区大塘镇大布沙永大西路2号,0757-87270184,112.914828,23.440872,112.9033066,23.43737366
1703,佛山市,南海区,南海区第八人民医院一楼犬伤门诊接种点,丹灶镇桂丹西路109号C座一楼,0757-86608070,112.917393,23.058557,112.9059062,23.05515274
1704,佛山市,南海区,南海区第八人民医院户外接种点,丹灶镇桂丹西路109号南车棚,0757-85413156,112.917393,23.058557,112.9059062,23.05515274
486,清远市,英德市,黄花镇卫生院预防接种门诊,黄花镇大街,0763-2561009,112.9184874,24.20487554,112.9069577,24.20155116
1749,佛山市,三水区,芦苞镇社区卫生服务中心,三水区芦苞镇东海大道35号,0757-87233331,112.9187539,23.36071031,112.9072753,23.35719729
1701,佛山市,南海区,西樵镇第三社区卫生服务中心新冠接种点,南海区西樵镇太平社区易发西一街,0757-86822454,112.919386,22.938,112.9079089,22.93463257
2083,江门市,鹤山市,龙口镇卫生院,鹤山市龙口镇龙古路11号,8739606,112.9197678,22.77576467,112.908332,22.77246301
1750,佛山市,三水区,三水健翔医院（芦苞）,三水区芦苞镇三水大道北560号1座,0757-87238013,112.926631,23.359565,112.9151514,23.35602127
485,清远市,英德市,九龙镇卫生院预防接种门诊,九龙镇解放路15号,0763-2752727,112.9267707,24.14619603,112.9152115,24.14280834
2026,江门市,新会区,罗坑镇中心卫生院,罗坑镇罗坑社区迎宾东路14号,6462057,112.930466,22.465296,112.9190062,22.4620162
413,清远市,清新区,禾云镇卫生院预防接种门诊,清新区禾云镇健康大道17号,0763-3162163,112.931444,23.93272806,112.9198955,23.92926038
2082,江门市,鹤山市,桃源镇卫生院,鹤山市桃源镇建设西路13号,8217311,112.9316714,22.7345718,112.9201985,22.73126159
425,清远市,清新区,龙颈镇珠坑卫生预防接种门诊,清新区龙颈镇珠坑村委会珠坑圩,0763-5783632,112.931825,23.83229,112.9203009,23.82879075
2649,广州市,番禺区,石楼镇石楼中心临时流动车队,大岭村村委/广州市番禺区石楼镇大岭村菩山大道2号,020-84860177,113.483917,22.990928,113.4719872,22.98779453
1752,佛山市,三水区,大塘镇产业社区临时接种点,大塘镇兴唐路产业社区,0757-87270184,112.939996,23.44548,112.9284473,23.44198548
2081,江门市,鹤山市,古劳镇卫生院,鹤山市古劳镇古劳新街92号,8761833,112.943215,22.83937598,112.9316886,22.83612586
2024,江门市,新会区,大泽镇卫生院,大泽镇陈屋村1号,6899263,112.944664,22.525654,112.9331864,22.52250022
