Province,District,Facility,latitude,longitude,public_or_private
Eastern Cape,,SAWAS Memorial (Jansenville) Hospital,-32.94228,24.66203,Public
Eastern Cape,,Schauderville Clinic,-33.93318,25.57539,Public
Eastern Cape,,Schornville Clinic,-32.8970076,27.3984,Public
Eastern Cape,,Schuin-Villa Express Pharmacy,-33.9692505,25.5547398,Private
Eastern Cape,,Sebeni Clinic,-31.16,29.18,Public
Eastern Cape,,Seqhobong Clinic,-30.43534,28.42479,Public
Eastern Cape,,Settlers Day Hospital,-33.30777,26.5335,Public
Eastern Cape,Sarah Baartman DM,Settlers Hospital,-33.30246,26.51464,Public
Eastern Cape,,Seymour Clinic,-32.55077,26.7662,Public
Eastern Cape,,Shawbury Clinic,-31.23101,28.95821,Public
Eastern Cape,,Shepherds Hope Clinic,-30.34686,28.59292,Public
Eastern Cape,,Sheshegu Clinic,-32.9013,26.785,Public
Eastern Cape,,Shiloh Clinic,-32.20035,26.82721,Public
Eastern Cape,,Sidwadweni Clinic,-31.3564,28.83616,Public
Eastern Cape,,Sifonondile Clinic,-31.49134,27.64003,Public
Eastern Cape,,Sigidi Clinic,-30.56539,29.21099,Public
Eastern Cape,,Silvertown Clinic,-33.82659,25.40224,Public
Eastern Cape,,Sinebhongo Clinic,-32.98186,27.85745,Public
Eastern Cape,,Sinqumeni Clinic,-31.41811,28.26302,Public
Eastern Cape,,Sipetu Hospital,-31.09178,29.18731,Public
Eastern Cape,,Sitebe Clinic,-31.88295,28.58088,Public
Eastern Cape,,Soga Clinic,-32.02927,28.73821,Public
Eastern Cape,,Sonwabile Clinic,-31.07458,28.36102,Public
Eastern Cape,,Sonwabo Zandile Clinic,-30.96664,27.59404,Public
Eastern Cape,OR Tambo DM,SOS Clinic,-31.6222,28.745361,Public
Eastern Cape,,Soto Clinic,-32.69858,28.13394,Public
Eastern Cape,,Soweto Clinic,-33.85994,25.56761,Public
Eastern Cape,,Springrove Clinic,-32.11055,26.46334,Public
Eastern Cape,,SS Gida Gateway Clinic,-32.6745,27.14364,Public
Eastern Cape,Amathole DM,SS Gida Hospital,-32.67458,27.1435,Public
Eastern Cape,,St Augustine's Clinic,-31.22426,28.60248,Public
Eastern Cape,,St Barnabas Gateway Clinic,-31.56429,29.11617,Public
Eastern Cape,,St Barnabas Hospital,-31.56429,29.11617,Public
Eastern Cape,,St Elizabeth's Gateway Clinic,-31.35999,29.56554,Public
Eastern Cape,OR Tambo DM,St Elizabeth's Hospital,-31.35983,29.56532,Public
Eastern Cape,,St Francis Bay Clinic,-34.17469,24.81781,Public
Eastern Cape,,St Francis Hospital,-30.68879,26.69921,Public
Eastern Cape,,St Lucy's Gateway Clinic,-31.30044,28.63081,Public
Eastern Cape,OR Tambo DM,St Lucy's Hospital,-31.29860806,28.63074415,Public
Eastern Cape,,St Mark's Clinic,-32.01271,27.40759,Public
Eastern Cape,,St Matthew's Clinic,-32.64772,27.18104,Public
Eastern Cape,,St Michael's Clinic,-30.47137,27.44145,Public
Eastern Cape,,St Patrick's Gateway Clinic,-30.86537,29.85164,Public
Eastern Cape,Alfred Nzo DM,St Patrick's Hospital,-30.86541,29.85162,Public
Eastern Cape,,Stanford Terrace Clinic,-31.58624,28.784,Public
Eastern Cape,,Station Hill Clinic,-33.58178,26.89301,Public
Eastern Cape,,Sterkspruit Town Clinic,-30.53324,27.35337,Public
Eastern Cape,,Sterkstroom Clinic,-31.55315,26.55336,Public
Eastern Cape,,Sterkstroom Hospital,-31.55316,26.55338,Public
Eastern Cape,,Steynsburg Hospital,-31.29615,25.81188,Public
Eastern Cape,,Stormsriver Satellite Clinic,-33.99487,23.88756,Public
Eastern Cape,,Stutt Health Pharmacy,-32.5685753,27.428938,Private
Eastern Cape,Amathole DM,Stutterheim Clinic,-32.56936322,27.4264983,Public
Eastern Cape,Amathole DM,Stutterheim Hospital,-32.56883,27.42256,Public
Eastern Cape,N Mandela Bay MM,Summerstrand Pharmacy,-33.9876661,25.6677633,Private
Eastern Cape,Sarah Baartman DM,Sundays Valley (Kirkwood) Hospital,-33.395,25.44001,Public
Eastern Cape,,Sunduza Clinic,-30.61559,27.39112,Public
Eastern Cape,Amathole DM,Sundwana Clinic,-32.0956,28.5514,Public
Eastern Cape,,Swartwater Clinic,-31.66657,26.83138,Public
Eastern Cape,,Sweetwaters Clinic,-32.90158,27.41565,Public
Eastern Cape,,Tabankulu Community Health Centre,-30.96339,29.29951,Public
Eastern Cape,,Tabase Clinic,-31.57185,28.5706,Public
Eastern Cape,,Tafalofefe Gateway Clinic,-32.42928,28.47317,Public
Eastern Cape,,Tafalofefe Hospital,-32.41022,28.51829,Public
Eastern Cape,,Taleni Clinic,-32.16106,28.38973,Public
Eastern Cape,,Tamara Clinic,-33.00012,27.23607,Public
Eastern Cape,,Tarkastad Clinic,-32.00996,26.25936,Public
Eastern Cape,Alfred Nzo DM,Tayler Bequest Hospital (Matatiele),-30.33275,28.80195,Public
Eastern Cape,,Taylor Bequest Gateway Clinic (Elundini),-30.6892,28.50994,Public
Eastern Cape,,Taylor Bequest Hospital (Elundini),-30.68946,28.50961,Public
Eastern Cape,,Tela Clinic,-30.75905,29.45606,Public
Eastern Cape,,Temba TB Hospital,-33.30693,26.54657,Public
Eastern Cape,,Tembelihle Clinic,-31.52753,27.70009,Public
Eastern Cape,,Tembisa NU 7 Clinic,-32.95304,27.72368,Public
Eastern Cape,,Tentergate Clinic,-32.09071,26.46209,Public
Eastern Cape,,Thabachicha Clinic,-30.36311,28.39098,Public
Eastern Cape,,Thanduxolo Clinic,-33.79457,25.57816,Public
Eastern Cape,,Thembalethu Clinic (Buffalo City),-32.88729,27.78909,Public
Eastern Cape,,Thembalethu Clinic (Sakhisizwe),-31.33768,27.86087,Public
Eastern Cape,,Thornhill Clinic,-33.89618,25.14356,Public
Eastern Cape,,Thornhill Community Health Centre,-31.98721,26.61368,Public
Eastern Cape,,Thozamile Madakana Clinic,-32.7737,26.64749,Public
Eastern Cape,,Tina Falls Clinic,-31.21976,29.02021,Public
Eastern Cape,,Tombo Community Health Centre,-31.6271,29.38288,Public
Eastern Cape,,Tora Clinic,-31.88439,28.15048,Public
Eastern Cape,,TroCare Community Pharmacy,-32.7189359,25.5774134,Private
Eastern Cape,,Tsakana Clinic,-31.50887,27.28104,Public
Eastern Cape,,Tsawana Clinic,-30.80702,29.91565,Public
Eastern Cape,,Tsembeyi Clinic,-31.58581,27.01401,Public
Eastern Cape,,Tsengiwe Clinic,-31.56794,27.66302,Public
Eastern Cape,,Tshabo Clinic,-32.92734,27.54748,Public
Eastern Cape,,Tshangana Clinic,-33.89112,25.59924,Public
Eastern Cape,,Tshatshu Clinic,-32.91684,27.45184,Public
Eastern Cape,,Tshezi Clinic,-31.95804,29.09284,Public
Eastern Cape,,Tshungwana Clinic,-30.97762,29.02733,Public
Eastern Cape,,Tsilitwa Clinic,-30.97989,28.74038,Public
Eastern Cape,,Tsitsikamma Clinic,-32.22696,26.56985,Public
Eastern Cape,,Tsolo Clinic,-31.30719,28.75855,Public
Eastern Cape,OR Tambo DM,Tsolo Pharmacy,-31.31114,28.76045,Private
Eastern Cape,,Tsomo Village Clinic,-32.03834,27.8213,Public
Eastern Cape,,Twecu Clinic,-33.06757,27.25407,Public
Eastern Cape,,Twee Riviere Clinic,-33.83964,23.89247,Public
Eastern Cape,,Tyata Clinic,-33.185,27.16,Public
Eastern Cape,,Tyelebana Clinic,-31.69024,28.44021,Public
Eastern Cape,,Tylden Clinic,-32.115,27.0705,Public
Eastern Cape,,Tyutyu Clinic,-32.84249,27.45701,Public
Eastern Cape,,Tyutyu Village Clinic,-32.83343,27.38691,Public
Eastern Cape,,Ubuntu Clinic Pharmacy,-33.8687267,25.5671115,Private
Eastern Cape,,Ugie Clinic,-31.19679,28.23143,Public
Eastern Cape,N Mandela Bay MM,Uitenhage Hospital,-33.74158,25.40679,Public
Eastern Cape,,Ulundi Clinic,-30.64401,28.20936,Public
Eastern Cape,,Umasizakhe Clinic,-32.25026,24.54153,Public
Eastern Cape,,Umlamli Gateway Clinic,-30.56046,27.47457,Public
Eastern Cape,,Umlamli Hospital,-30.56046,27.47457,Public
Eastern Cape,,Umnga Flats Clinic,-31.43867,28.36893,Public
Eastern Cape,,Umtumase Clinic,-30.5653,28.54022,Public
Eastern Cape,,Union Street Clinic,-32.72012,25.58314,Public
Eastern Cape,,Upper Lafuta Clinic,-31.6316,27.62406,Public
Eastern Cape,,Upper Mncuncuzo Clinic,-31.90895,27.54861,Public
Eastern Cape,,Upper Ncera Clinic,-32.73175,26.92783,Public
Eastern Cape,,Upper Xongora Clinic,-31.67301,28.52188,Public
Eastern Cape,,Vaalbank Clinic,-31.6083,25.8133493,Public
Eastern Cape,,Veeplaas Clinic,-33.85378,25.55072,Public
Eastern Cape,Joe Gqabi DM,Venterstad Clinic,-30.7779974,25.79609978,Public
Eastern Cape,,Vera Barford Clinic,-32.73467,25.59144,Public
Eastern Cape,,Victoria Gateway Clinic,-32.772,26.847,Public
Eastern Cape,Amathole DM,Victoria Hospital,-32.77527,26.84678,Public
Eastern Cape,Buffalo City MM,Vincent Family Pharmacy,-32.9836063,27.834041,Private
Eastern Cape,,Virginia Shumane Clinic,-33.2961,26.5462,Public
Eastern Cape,,Vukukhanye Gateway Clinic,-32.09566,28.87835,Public
Eastern Cape,N Mandela Bay MM,Walmer 14th Avenue Clinic,-33.98167754,25.56416134,Public
Eastern Cape,,War Memorial Clinic,-32.79289,26.83078,Public
Eastern Cape,Amathole DM,Wartburg Clinic,-32.4447,27.42067,Public
Eastern Cape,,Washington Clinic,-32.99221,27.01054,Public
Eastern Cape,,Welcomewood Clinic,-33.0091,27.59793,Public
Eastern Cape,,Welcomewood Clinic,-33.00917,27.59793,Public
Eastern Cape,,Wells Estate Clinic,-33.82287,25.63385,Public
Eastern Cape,,Wesley Clinic,-33.32263,27.33689,Public
Eastern Cape,N Mandela Bay MM,West End Community Health Centre,-33.88457526,25.51869353,Public
Eastern Cape,,Westering Medicross,-33.9431877,25.5125732,Private
Eastern Cape,,Weston Clinic,-33.84843,24.86541,Public
Eastern Cape,,Whittlesea Community Health Centre,-32.17293,26.82082,Public
Eastern Cape,,Wilhelm Stahl (Middelburg) Hospital,-31.49173,24.99351,Public
Eastern Cape,,Willowmore Clinic,-33.29216,23.48714,Public
Eastern Cape,,Willowmore Hospital,-33.30042,23.46757,Public
Eastern Cape,Amathole DM,Willowvale Community Health Centre,-32.26473999,28.50329201,Public
Eastern Cape,,Wilo Clinic,-31.89364,28.94321,Public
Eastern Cape,,Winterberg TB Hospital,-32.77916,26.65807,Public
Eastern Cape,,Wittebergen Clinic,-30.60235,27.10606,Public
Eastern Cape,,Wongalethu Clinic,-33.02679,24.32549,Public
Eastern Cape,,Xhora Community Health Centre,-31.96782,28.68389,Public
Eastern Cape,,Xhwili Clinic,-31.73523,28.56799,Public
Eastern Cape,,Xonxa Clinic,-31.84897,27.08949,Public
Eastern Cape,,Xopozo Clinic,-30.94448,29.47568,Public
Eastern Cape,,Xume Clinic,-32.033,27.5409,Public
Eastern Cape,,Xurana Clinic,-31.2348,29.494853,Public
Eastern Cape,,Xurana Clinic,-31.23448,29.49457,Public
Eastern Cape,,Yonda Clinic,-32.2842,26.67465,Public
Eastern Cape,,Zabasa Clinic,-31.44643,28.27157,Public
Eastern Cape,,Zadungeni Clinic,-31.56125,27.89382,Public
Eastern Cape,Amathole DM,Zalara Clinic,-32.5953,27.10132,Public
Eastern Cape,,Zanempilo Clinic (East London),-32.95455,27.99148,Public
Eastern Cape,,Zanempilo Clinic (Zwelitsha),-32.80101,27.41786,Public
Eastern Cape,,Zazulwana Clinic,-32.29469,28.16056,Public
Eastern Cape,,Zenethemba Clinic,-30.48747,27.40608,Public
Eastern Cape,,Zidindi Clinic,-31.98972,29.03222,Public
Eastern Cape,,Zigodlo Clinic,-32.9835,27.06527,Public
Eastern Cape,,Zihlahleni Clinic,-32.86232,27.20108,Public
Eastern Cape,,Zikhova Clinic,-33.22924,27.47831,Public
Eastern Cape,,Zingisa NU 5 Clinic,-32.9565,27.73869,Public
Eastern Cape,,Zingquthu Clinic,-31.75148,26.86089,Public
Eastern Cape,,Zitatele Clinic,-31.57107,28.88628,Public
Eastern Cape,,Zithulele Hospital,-32.0491684,29.0593954,Public
Eastern Cape,,Zitulele Gateway Clinic,-32.05058,29.09164,Public
Eastern Cape,,Zola Clinic,-32.01158,26.24756,Public
Eastern Cape,,Zulu Clinic,-30.98359,29.30279,Public
Eastern Cape,,Zwelakhe Dalasile Community Health Centre,-31.64813,28.24387,Public
Eastern Cape,,Zwelebhunga Clinic,-31.99879,28.72919,Public
Eastern Cape,,Zweledinga Clinic,-32.32201,26.67521,Public
Eastern Cape,,Zwelichumile Clinic,-31.89299,28.62752,Public
Eastern Cape,Buffalo City MM,Zwelitsha Zone 5 Clinic,-32.92406536,27.42369888,Public
Eastern Cape,,Zwide Clinic,-33.868,25.55554,Public
Free State,Xhariep DM,Albert Nzula District Hospital,-30.03479831,25.7896695,Public
Free State,Mangaung MM,Bahlabani pharmacy,-29.215417,26.841679,Private
Free State,,Boikhucho,-29.145797,26.2301173,Public
Free State,Fezile Dabi DM,Boitumelo Hospital,-27.64253,27.21355,Public
Free State,Lejweleputswa DM,Bongani Hospital,-27.9534,26.783006,Public
Free State,Xhariep DM,Bophelong (Petrusburg) Community Health Centre,-29.11900292,25.41871501,Public
Free State,Mangaung MM,Botshabelo Hospital,-29.23252,26.71572,Public
Free State,Lejweleputswa DM,Brandfort Apteek,-28.7020251,26.4633853,Private
Free State,,Busamed Bram Fischer International Hospital,-29.107661,26.2980062,Private
Free State,,Busamed Harrismith Hospital,-28.2611342,29.1142119,Private
Free State,Mangaung MM,Clicks Pharmacy - Bayswater,-29.0889879,26.227012,Private
Free State,Thabo Mofutsanyana DM,Clicks Pharmacy - Bethlehem,-28.23042272,28.31679571,Private
Free State,,Clicks Pharmacy - Bloemfontein,-29.1161083,26.2219873,Private
Free State,,Clicks Pharmacy - Bloemfontein Fleurdal,-29.1577449,26.1912471,Private
Free State,Lejweleputswa DM,Clicks Pharmacy - Boitumelo Junction,-27.9629216,26.8077804,Private
Free State,,Clicks Pharmacy - Botshabelo Mall,-29.2017814,26.7118372,Private
Free State,T Mofutsanyana DM,Clicks Pharmacy - Dihlabeng,-28.241451,28.325116,Private
Free State,Mangaung MM,Clicks Pharmacy - Fichardt Park,-29.14437484,26.18018328,Private
Free State,Thabo Mofutsanyana DM,Clicks Pharmacy - Ficksburg,-28.873207,27.87912,Private
Free State,Lejweleputswa DM,Clicks Pharmacy - Goldfields,-27.97753887,26.73588466,Private
Free State,,Clicks Pharmacy - Harrismith,-28.2715782,29.1231901,Private
Free State,,Clicks Pharmacy - Heidedal,-29.1412108,26.253186,Private
Free State,Fezile Dabi DM,Clicks Pharmacy - Kroonstad,-27.6632,27.2309313,Private
Free State,Mangaung MM,Clicks Pharmacy - Langenhoven Park,-29.09424,26.16601,Private
Free State,,Clicks Pharmacy - Loch Logan,-29.1154646,26.2110878,Private
Free State,,Clicks Pharmacy - Mimosa Mall,-29.108919,26.2013998,Private
Free State,Mangaung MM,Clicks Pharmacy - Northridge Mall,-29.0712944,26.2330849,Private
Free State,,Clicks Pharmacy - Sasolburg,-26.818839,27.825999,Private
Free State,,Clicks Pharmacy - Setsing Crescent,-28.5344301,28.803561,Private
Free State,,Clicks Pharmacy - Welkom,-27.9857,26.7378,Private
Free State,,Clicks Pharmacy - Woodland Hills,-29.048824,26.1806698,Private
Free State,Lejweleputswa DM,Dealsville,-28.6755,25.767533,Private
Free State,Xhariep DM,Diamond (Diamant) Hospital,-29.76030022,25.42319807,Public
Free State,T Mofutsanyana DM,Dihlabeng Hospital,-28.23317,28.3197,Public
Free State,Mangaung MM,Dis-Chem - Loch Logan,-29.1142295,26.211278,Private
Free State,,Dis-Chem Pharmacy - Bloemfontein Northridge Mall,-29.071161,26.233038,Private
Free State,,Dis-Chem Pharmacy - Fleurdal,-29.1592604,26.1916349,Private
Free State,Mangaung MM,Dr JS Moroka Hospital,-29.20458,26.83468,Public
Free State,Mangaung MM,Dynarc Walk Clicks,-29.09424,26.16601,Private
Free State,,Elizabeth Ross Hospital,-28.5884715,28.8169482,Public
Free State,Lejweleputswa DM,Elizabeth Street Pharmacy,-27.9796073,26.7418976,Private
Free State,,Embekweni Hospital,-30.2921,27.07542,Public
Free State,,Ethembeni Clinic,-29.4069981,25.004037,Public
Free State,,Faranani Life Health Solutions,-29.1830387,26.2681423,Private
Free State,Xhariep DM,Fauresmith Clinic,-29.743735,25.3067889,Public
Free State,Fezile Dabi DM,Fezi Ngumbentombi Hospital,-26.7993013,27.82737148,Public
Free State,,Ficksburg Town Hall,-28.87756,27.88431,Public
Free State,,Flamingo Pharmacy,-27.9624778,26.7442424,Private
Free State,Lejweleputswa DM,Frank Korb Apteek,-27.936071,26.8028252,Private
Free State,,Free State Psychiatric Complex Hospital,-29.1329216,26.2121036,Public
Free State,Mangaung MM,Generaal De Wet Apteek,-29.1532868,26.1943597,Private
Free State,Lejweleputswa DM,Hennenman Pharmacy,-27.9716054,27.0238679,Private
Free State,Mangaung MM,Heuwelsig Klinicare,-29.0764969,26.196989,Private
Free State,Thabo Mofutsanyana DM,Hoek Apteek,-28.23437823,28.30970946,Private
Free State,,Itemoheng Hospital,-28.3280394,27.6060375,Public
Free State,Xhariep DM,Itumeleng (Jagers) Clinic,-29.7669,25.43485,Public
Free State,Xhariep DM,Jacobsdal Pharmacy,-29.129791,24.772466,Private
Free State,,Jurg Van Der Westhuizen Pharmacy,-27.2751019,28.4937545,Public
Free State,Lejweleputswa DM,Katleho Hospital,-28.11057,26.85798,Public
Free State,Thabo Mofutsanyana DM,Kgubetswana Pharmacy,-28.527737,28.4244338,Private
Free State,Thabo Mofutsanyana DM,Kroon Apteek Bethlehem,-28.2326979,28.3094334,Private
Free State,,Lephoi Clinic,-30.4978,25.97982,Public
Free State,,Lethabo Pharmacy,-26.772,27.843388,Private
Free State,,Life Rosepark Hospital,-29.14808,26.17921,Private
Free State,,Luckhoff Combined School,-29.7512504,24.7866449,Public
Free State,Fezile Dabi DM,Mafube Hospital,-27.2785938,28.50014273,Public
Free State,Thabo Mofutsanyana DM,Maluti pharmacy,-28.5334346,28.8037833,Private
Free State,Xhariep DM,Mamello Clinic,-28.6668,27.42652,Public
Free State,,Matlakeng Clinic,-30.29603,27.09437,Public
Free State,Mangaung MM,Medi-Chem Pellissier,-29.1476093,26.1660019,Private
Free State,Mangaung MM,Medi-Chem Rosepark,-29.1480089,26.178095,Private
Free State,Mangaung MM,Medi-Chem Universitas Pharmacy,-29.1205,26.1729413,Private
Free State,Mangaung MM,Medi-Chem Westdene Pharmacy,-29.1053014,26.2102925,Private
Free State,Mangaung MM,Mediclinic Bloemfontein Hospital,-29.10861354,26.20319141,Private
Free State,,Mediclinic Hoogland Hospital,-28.2287642,27.210322,Private
Free State,,Mediclinic Welkom Hospital,-27.9883977,26.7302815,Private
Free State,Mangaung MM,Medirex Pharmacy,-29.1171887,26.2183488,Private
Free State,,Medirite Pharmacy - Bloemfontein,-29.157855,26.190977,Private
Free State,,Medirite Pharmacy - Goldfields,-27.9774914,26.7340631,Private
Free State,,Medirite Pharmacy - Heidedal,-29.141722,26.253353,Private
Free State,,Medirite Pharmacy - Sentraal,-29.1165082,26.2213868,Private
Free State,,Medirite Pharmacy - Welkom,-27.984035,26.740082,Private
Free State,,Medirite Pharmacy Kroonstad,-27.648805,27.229614,Private
Free State,,Mofumahadi Manapo Mopeli Hospital,-28.5367424,28.8040527,Public
Free State,Lejweleputswa DM,Mohau Hospital,-27.83235,25.91538,Public
Free State,Mangaung MM,Motheo Pharmacy,-29.2027083,26.7117977,Private
Free State,,MUCPP Community Health Centre,-29.1792,26.24293,Public
Free State,Lejweleputswa DM,Nala Hospital,-27.39465,26.61783,Public
Free State,,National District Hospital Bloemfontein,-29.1268152,26.2064273,Public
Free State,Xhariep DM,Nelson Mandela Clinic,-29.731,25.94157,Public
Free State,,Netcare Kroon Hospital,-27.6533355,26.1185574,Private
Free State,,Netcare Universitas Clicks Pharmacy,-29.1164335,26.1867381,Private
Free State,,Netcare Vaalpark Hospital,-26.7729,27.84012,Private
Free State,Fezile Dabi DM,NG Kerk Frankfort,-27.2806118,28.4999698,Public
Free State,Thabo Mofutsanyana DM,Nketoana Hospital,-27.8028,28.41893,Public
Free State,,Oppermansgronde Clinic,-29.4135,24.7448,Public
Free State,Fezile Dabi DM,Parys Hospital,-26.89593,27.47207,Public
Free State,Mangaung MM,Pelonomi Hospital,-29.14138,26.24572,Public
Free State,,Phakisa Hub Pharmacy,-27.8995161,26.7240512,Private
Free State,,Phekolong Hospital,-28.2176,28.32645,Public
Free State,Xhariep DM,Philippolis Clinic,-30.2663,25.27514,Public
Free State,,Phumelela Hospital,-27.4335,29.15583,Public
Free State,,Phuthuloha Hospital,-28.8813,27.87202,Public
Free State,Lejweleputswa DM,Rendezvous Pharmacy,-27.9821838,26.7355793,Private
Free State,,RH Matjhabeng Private Hospital,-27.96683,26.7747545,Private
Free State,,Schwim's Pharmacy Parys,-26.9044833,27.4491514,Private
Free State,Xhariep DM,Sehularo Tau Clinic,-30.2591,25.70734,Public
Free State,Thabo Mofutsanyana DM,Senekal Pharmacy,-28.3230679,27.6214766,Private
Free State,Thabo Mofutsanyana DM,Senorita Ntlabathi Hospital,-29.18640743,27.4670491,Public
Free State,,Sentrum Pharmacy,-27.98047,26.74206,Private
Free State,,St Helena Private Hospital,-28.0114861,26.7113961,Private
Free State,,The Local Choice Platteland Pharmacy,-27.2578516,27.9375001,Private
Free State,Thabo Mofutsanyana DM,The Village Pharmacy,-28.6651721,27.4277679,Private
Free State,,Thebe Hospital,-28.27227,29.13805,Public
Free State,,Thembalethu Clinic,-30.214,26.53563,Public
Free State,Lejweleputswa DM,Theunissen Pharmacy,-28.400282,26.713182,Private
Free State,Lejweleputswa DM,Thusanong Hospital,-27.87735,26.65922,Public
Free State,Mangaung MM,TLC Bloemfontein Pharmacy,-29.11789657,26.22351381,Private
Free State,Mangaung MM,TLC Church Street Pharmacy,-29.1303761,26.2164946,Private
Free State,Mangaung MM,TLC WESTDENE,-29.105433,26.21042866,Private
Free State,Mangaung MM,TLC-Vrystaat pharmacy,-29.1183,26.2212213,Private
Free State,Fezile Dabi DM,Tokollo Hospital,-27.28918,27.96168,Public
Free State,Mangaung MM,Universitas (C) Hospital,-29.11808,26.18432,Public
Free State,Thabo Mofutsanyana DM,Vrede Apteek,-27.425882,29.16469,Private
Free State,Lejweleputswa DM,Winburg Hospital,-28.5098,27.00802,Public
Free State,,Winnie Mandela (Roux) Clinic,-30.4077,26.83088,Public
Gauteng,Johannesburg MM,1 Discovery Place,-26.11228632,28.05390515,Private
Gauteng,Johannesburg MM,4th Avenue Clinic,-26.102321,28.0418015,Private
Gauteng,Ekurhuleni MM,Ackermans Pharmacy,-26.18973763,28.15778761,Private
Gauteng,Johannesburg MM,ActiveCare Clinic Midrand,-25.9968989,28.1282738,Private
Gauteng,Ekurhuleni MM,Actonville Hall Benoni,-26.213133,28.3019286,Public
Gauteng,Tshwane MM,Adelaide Tambo Clinic,-25.582202,28.2297343,Public
Gauteng,,Afrika Tikkun - Alexandra,-26.1034376,28.0903402,Public
Gauteng,,Afrika Tikkun - Braampark,-26.1879143,28.0372553,Public
Gauteng,,Afrika Tikkun - Diepsloot,-25.940982,28.01199,Public
Gauteng,,Akasia Hall,-25.6665509,28.1073013,Public
Gauteng,,Albertina Sisulu Clinic,-26.5832,27.8333,Public
Gauteng,,Alberton civic centre,-26.2648185,28.1234233,Public
Gauteng,Ekurhuleni MM,Alberton North Clinic,-26.2595106,28.1288023,Public
Gauteng,Johannesburg MM,Albertus Pop Recreation Centre,-26.29136,27.89206,Public
Gauteng,,Alex Community Health Centre,-26.11586945,28.09071033,Public
Gauteng,,Alexandra 8th Avenue Clinic,-26.1098,28.0962,Public
Gauteng,Johannesburg MM,Alexandra Community Health Centre,-26.1164,28.0884,Public
Gauteng,,Alexandra East Bank Clinic,-26.1067777,28.1080283,Public
Gauteng,West Rand DM,Alpha Pharm President Pharmacy,-26.4927694,27.4934897,Public
Gauteng,,Alra Park Clinic,-26.4327,28.50831,Private
Gauteng,Johannesburg MM,Altrek Sports Ground Alexandra Eastbank,-26.10012337,28.11074589,Public
Gauteng,,Andries Radistela Clinic,-26.30561956,28.3908171,Public
Gauteng,Johannesburg MM,Arekopaneng Community Centre,-26.4588825,27.8548038,Public
Gauteng,,Arwyp Pharmacy,-26.1067681,28.2315915,Private
Gauteng,Tshwane MM,Ashmed Pharmacy,-25.8400764,28.1745141,Private
Gauteng,Tshwane MM,Atteridgeville Clinic,-25.77305139,28.07119964,Public
Gauteng,,Atteridgeville Hall,-25.7741465,28.0715131,Public
Gauteng,,Azaadville Clinic,-26.17092,27.75829,Public
Gauteng,,Badirile Clinic,-26.13027,27.59278,Public
Gauteng,Johannesburg MM,Bank City Pharmacy,-26.203364,28.039169,Private
Gauteng,,Bantu-Bonke Hall,-26.5573,28.01704,Public
Gauteng,Sedibeng DM,Bantu-Bonke Hall,-26.7187099,28.0170421,Public
Gauteng,,BAPS Mayfair Temple,-26.198794,28.000684,Private
Gauteng,Johannesburg MM,Baps Southdale Pharmacy,-26.2417999,28.02319,Private
Gauteng,,Bara Mall Pharmacy,-26.2572958,27.9310601,Private
Gauteng,,Bara Taxi Rank,-26.2594283,27.9423372,Public
Gauteng,,Barcelona Clinic,-26.1091,28.45219,Public
Gauteng,,Barney Molokoane Clinic,-26.49247,27.87908,Public
Gauteng,,Batho Plaza,-25.48041671,28.1160002,Public
Gauteng,,Bedfordview Clinic,-26.1793,28.13449,Public
Gauteng,,Bekkersdal East Clinic,-26.28345,27.70399,Public
Gauteng,West Rand DM,Bekkersdal West Community Health Centre,-26.28609857,27.69739929,Public
Gauteng,Johannesburg MM,Berario Clinic,-26.1359,27.9532,Public
Gauteng,Johannesburg MM,Berario Recreation Centre,-26.1357122,27.9526293,Public
Gauteng,Ekurhuleni MM,Bertha Gxowa Hospital,-26.21979,28.16305,Public
Gauteng,Johannesburg MM,Bheki Mlangeni District Hospital,-26.24761194,27.85677875,Public
Gauteng,Ekurhuleni MM,Birchleigh Clinic,-26.06756,28.2286,Public
Gauteng,,Birchleigh North Municipal Clinic,-26.05232035,28.23041223,Public
Gauteng,Tshwane MM,Blue Valley Pharmacy,-25.932282,28.1259663,Private
Gauteng,Tshwane MM,Boekenhout Clinic,-25.5028529,28.064078,Public
Gauteng,,Boikhutsong Clinic,-25.44835,28.1125,Public
Gauteng,,Boipatong Community Health Centre,-26.6721,27.84787,Public
Gauteng,,Boitumelo Clinic,-26.5623,27.82432,Public
Gauteng,Ekurhuleni MM,Boksburg Civic Centre Clinic,-26.222682,28.2499943,Public
Gauteng,Ekurhuleni MM,Boksburg Civic Hall,-26.2228499,28.250506,Public
Gauteng,,Boksburg North Clinic,-26.20929,28.25315,Public
Gauteng,Tshwane MM,Bon Accord Pharmacy,-25.6280731,28.2037066,Private
Gauteng,,Bon Accord Spar,-25.62807808,28.20421119,Public
Gauteng,,Bonaero Park Clinic,-26.1212,28.25633,Public
Gauteng,,Bophelong Clinic (Tshwane 3),-25.7719,28.0534,Public
Gauteng,Johannesburg MM,Bophelong Clinic Region A,-26.00461511,28.19062643,Public
Gauteng,,Bophelong Methodist Church,-26.695938,27.7935866,Public
Gauteng,,Brackenhurst Clinic,-26.3139,28.097,Public
Gauteng,,Brakpan Clinic,-26.2353,28.37034,Public
Gauteng,Ekurhuleni MM,Brentwood Pharmacy,-26.1459461,28.2978415,Private
